counter,date,time,instrument_full,inst_type,underlying,expiry,option_type,strike,qty,price,amount,note
25,2025-12-02,09:18:32,OPTIDX_SENSEX_04DEC2025_PE_85400,OPTIDX,SENSEX,04DEC2025,PE,85400,-20,248.85001,-4977.0002,
25,2025-12-02,09:45:06,OPTIDX_NIFTY_02DEC2025_PE_26150,OPTIDX,NIFTY,02DEC2025,PE,26150,75,82.1,6157.5,
25,2025-12-02,09:18:08,OPTIDX_NIFTY_02DEC2025_PE_26150,OPTIDX,NIFTY,02DEC2025,PE,26150,-75,56.8,-4260.0,
25,2025-12-02,11:56:23,OPTIDX_NIFTY_02DEC2025_CE_26150,OPTIDX,NIFTY,02DEC2025,CE,26150,75,8.95,671.25,
25,2025-12-02,09:18:08,OPTIDX_NIFTY_02DEC2025_CE_26150,OPTIDX,NIFTY,02DEC2025,CE,26150,-75,45.3,-3397.5,
25,2025-12-02,14:55:07,OPTIDX_NIFTY_02DEC2025_PE_26050,OPTIDX,NIFTY,02DEC2025,PE,26050,75,40.5,3037.5,
25,2025-12-02,11:56:26,OPTIDX_NIFTY_02DEC2025_PE_26050,OPTIDX,NIFTY,02DEC2025,PE,26050,-75,34.15,-2561.25,
25,2025-12-02,14:55:07,OPTIDX_NIFTY_02DEC2025_CE_26050,OPTIDX,NIFTY,02DEC2025,CE,26050,75,2.2,165.0,
25,2025-12-02,11:56:26,OPTIDX_NIFTY_02DEC2025_CE_26050,OPTIDX,NIFTY,02DEC2025,CE,26050,-75,41,-3075.0,
25,2025-12-02,14:55:07,OPTIDX_SENSEX_04DEC2025_CE_87100,OPTIDX,SENSEX,04DEC2025,CE,87100,-20,6.75,-135.0,
25,2025-12-02,09:18:29,OPTIDX_SENSEX_04DEC2025_CE_87100,OPTIDX,SENSEX,04DEC2025,CE,87100,20,18.15,363.0,
25,2025-12-02,14:55:07,OPTIDX_SENSEX_04DEC2025_PE_84000,OPTIDX,SENSEX,04DEC2025,PE,84000,-20,18.7,-374.0,
25,2025-12-02,09:18:29,OPTIDX_SENSEX_04DEC2025_PE_84000,OPTIDX,SENSEX,04DEC2025,PE,84000,20,19.35,387.0,
24,2025-12-01,13:00:14,OPTIDX_SENSEX_04DEC2025_CE_86000,OPTIDX,SENSEX,04DEC2025,CE,86000,20,240.45,4809.0,
24,2025-12-01,09:18:06,OPTIDX_SENSEX_04DEC2025_CE_86000,OPTIDX,SENSEX,04DEC2025,CE,86000,-20,433.60001,-8672.0002,
24,2025-12-01,11:46:42,OPTIDX_SENSEX_04DEC2025_PE_86000,OPTIDX,SENSEX,04DEC2025,PE,86000,20,499.54999,9990.9998,
24,2025-12-01,09:18:06,OPTIDX_SENSEX_04DEC2025_PE_86000,OPTIDX,SENSEX,04DEC2025,PE,86000,-20,301.10001,-6022.0002,
24,2025-12-01,14:55:04,OPTIDX_SENSEX_04DEC2025_CE_85700,OPTIDX,SENSEX,04DEC2025,CE,85700,20,336.29999,6725.9998,
24,2025-12-01,13:00:18,OPTIDX_SENSEX_04DEC2025_CE_85700,OPTIDX,SENSEX,04DEC2025,CE,85700,-20,373.54999,-7470.9998,
24,2025-12-01,14:55:04,OPTIDX_SENSEX_04DEC2025_PE_85700,OPTIDX,SENSEX,04DEC2025,PE,85700,20,384.79999,7695.9998,
24,2025-12-01,13:00:18,OPTIDX_SENSEX_04DEC2025_PE_85700,OPTIDX,SENSEX,04DEC2025,PE,85700,-20,356.29999,-7125.9998,
24,2025-12-01,11:43:33,OPTIDX_NIFTY_02DEC2025_PE_26300,OPTIDX,NIFTY,02DEC2025,PE,26300,75,113.9,8542.5,
24,2025-12-01,09:18:14,OPTIDX_NIFTY_02DEC2025_PE_26300,OPTIDX,NIFTY,02DEC2025,PE,26300,-75,66.55,-4991.25,
24,2025-12-01,14:15:07,OPTIDX_NIFTY_02DEC2025_CE_26300,OPTIDX,NIFTY,02DEC2025,CE,26300,75,35,2625.0,
24,2025-12-01,09:18:15,OPTIDX_NIFTY_02DEC2025_CE_26300,OPTIDX,NIFTY,02DEC2025,CE,26300,-75,86.15,-6461.25,
24,2025-12-01,14:55:04,OPTIDX_NIFTY_02DEC2025_PE_26200,OPTIDX,NIFTY,02DEC2025,PE,26200,75,85.9,6442.5,
24,2025-12-01,14:15:09,OPTIDX_NIFTY_02DEC2025_PE_26200,OPTIDX,NIFTY,02DEC2025,PE,26200,-75,53.6,-4020.0,
24,2025-12-01,14:55:04,OPTIDX_NIFTY_02DEC2025_CE_26200,OPTIDX,NIFTY,02DEC2025,CE,26200,75,47.9,3592.5,
24,2025-12-01,14:15:09,OPTIDX_NIFTY_02DEC2025_CE_26200,OPTIDX,NIFTY,02DEC2025,CE,26200,-75,79,-5925.0,
23,2025-11-28,14:55:02,OPTIDX_SENSEX_04DEC2025_CE_85700,OPTIDX,SENSEX,04DEC2025,CE,85700,20,483.75,9675.0,
23,2025-11-28,09:18:10,OPTIDX_SENSEX_04DEC2025_CE_85700,OPTIDX,SENSEX,04DEC2025,CE,85700,-20,536.75,-10735.0,
23,2025-11-28,14:55:02,OPTIDX_SENSEX_04DEC2025_PE_85700,OPTIDX,SENSEX,04DEC2025,PE,85700,20,339.45001,6789.0002,
23,2025-11-28,09:18:10,OPTIDX_SENSEX_04DEC2025_PE_85700,OPTIDX,SENSEX,04DEC2025,PE,85700,-20,348.70001,-6974.0002,
23,2025-11-28,14:55:01,OPTIDX_NIFTY_02DEC2025_PE_26250,OPTIDX,NIFTY,02DEC2025,PE,26250,75,98.05,7353.75,
23,2025-11-28,09:21:01,OPTIDX_NIFTY_02DEC2025_PE_26250,OPTIDX,NIFTY,02DEC2025,PE,26250,-75,99.2,-7440.0,
23,2025-11-28,14:55:02,OPTIDX_NIFTY_02DEC2025_CE_26250,OPTIDX,NIFTY,02DEC2025,CE,26250,75,79.5,5962.5,
23,2025-11-28,09:21:01,OPTIDX_NIFTY_02DEC2025_CE_26250,OPTIDX,NIFTY,02DEC2025,CE,26250,-75,109,-8175.0,
22,2025-11-27,09:54:14,OPTIDX_SENSEX_27NOV2025_CE_85700,OPTIDX,SENSEX,27NOV2025,CE,85700,20,243.10001,4862.0002,
22,2025-11-27,09:44:19,OPTIDX_SENSEX_27NOV2025_CE_85700,OPTIDX,SENSEX,27NOV2025,CE,85700,-20,198.5,-3970.0,
22,2025-11-27,09:22:19,OPTIDX_SENSEX_27NOV2025_CE_85700,OPTIDX,SENSEX,27NOV2025,CE,85700,20,273.45001,5469.0002,
22,2025-11-27,09:18:18,OPTIDX_SENSEX_27NOV2025_CE_85700,OPTIDX,SENSEX,27NOV2025,CE,85700,-20,182.10001,-3642.0002,
22,2025-11-27,11:20:08,OPTIDX_SENSEX_27NOV2025_PE_85700,OPTIDX,SENSEX,27NOV2025,PE,85700,20,44.95,899.0,
22,2025-11-27,09:44:19,OPTIDX_SENSEX_27NOV2025_PE_85700,OPTIDX,SENSEX,27NOV2025,PE,85700,-20,121.45,-2429.0,
22,2025-11-27,09:44:11,OPTIDX_SENSEX_27NOV2025_PE_85700,OPTIDX,SENSEX,27NOV2025,PE,85700,20,138.2,2764.0,
22,2025-11-27,09:18:18,OPTIDX_SENSEX_27NOV2025_PE_85700,OPTIDX,SENSEX,27NOV2025,PE,85700,-20,131.89999,-2637.9998,
22,2025-11-27,12:45:17,OPTIDX_SENSEX_27NOV2025_CE_86000,OPTIDX,SENSEX,27NOV2025,CE,86000,20,53.45,1069.0,
22,2025-11-27,11:20:15,OPTIDX_SENSEX_27NOV2025_CE_86000,OPTIDX,SENSEX,27NOV2025,CE,86000,-20,93.5,-1870.0,
22,2025-11-27,11:48:26,OPTIDX_SENSEX_27NOV2025_PE_86000,OPTIDX,SENSEX,27NOV2025,PE,86000,20,233.60001,4672.0002,
22,2025-11-27,11:20:15,OPTIDX_SENSEX_27NOV2025_PE_86000,OPTIDX,SENSEX,27NOV2025,PE,86000,-20,153.3,-3066.0,
22,2025-11-27,13:23:23,OPTIDX_SENSEX_27NOV2025_CE_85800,OPTIDX,SENSEX,27NOV2025,CE,85800,20,23.65,473.0,
22,2025-11-27,12:45:20,OPTIDX_SENSEX_27NOV2025_CE_85800,OPTIDX,SENSEX,27NOV2025,CE,85800,-20,142.10001,-2842.0002,
22,2025-11-27,13:01:17,OPTIDX_SENSEX_27NOV2025_PE_85800,OPTIDX,SENSEX,27NOV2025,PE,85800,20,111,2220.0,
22,2025-11-27,12:45:20,OPTIDX_SENSEX_27NOV2025_PE_85800,OPTIDX,SENSEX,27NOV2025,PE,85800,-20,71.5,-1430.0,
